0.0001,-2.682648,0
0.0002,-2.639313,0
0.0003,-2.73819,0
0.0004,-2.545471,0
0.0005,-2.953186,0
0.0006,-2.832642,0
0.0007,-2.783966,0
0.0008,-2.799835,0
0.0009,-2.705841,0
0.001,-2.814331,0
0.0011,-2.873077,0
0.0012,-2.412872,0
0.0013,-2.607269,0
0.0014,-2.91687,0
0.0015,-3.127136,0
0.0016,-2.480774,0
0.0017,-2.7388,0
0.0018,-2.855835,0
0.0019,-3.071289,0
0.002,-2.945099,0
0.0021,-3.022766,0
0.0022,-2.932281,0
0.0023,-3.219452,0
0.0024,-2.451324,0
0.0025,-2.723999,0
0.0026,-2.932281,0
0.0027,-2.733459,0
0.0028,-2.349701,0
0.0029,-2.197266,0
0.003,-2.510071,0
0.0031,-2.693481,0
0.0032,-2.770538,0
0.0033,-2.667999,0
0.0034,-2.861633,0
0.0035,-2.821503,0
0.0036,-2.656555,0
0.0037,-2.554626,0
0.0038,-3.011017,0
0.0039,-2.69104,0
0.004,-2.403564,0
0.0041,-2.854156,0
0.0042,-2.603302,0
0.0043,-2.844086,0
0.0044,-2.497253,0
0.0045,-2.670288,0
0.0046,-2.884521,0
0.0047,-2.887573,0
0.0048,-2.945709,0
0.0049,-2.428894,0
0.005,-2.863464,0
0.0051,-2.908325,0
0.0052,-2.7211,0
0.0053,-2.916412,0
0.0054,-2.63031,0
0.0055,-2.286835,0
0.0056,-2.80365,0
0.0057,-2.941742,0
0.0058,-2.706604,0
0.0059,-2.696381,0
0.006,-3.17337,0
0.0061,-2.930145,0
0.0062,-2.792969,0
0.0063,-2.531586,0
0.0064,-2.290344,0
0.0065,-2.680817,0
0.0066,-2.898407,0
0.0067,-3.009796,0
0.0068,-2.648468,0
0.0069,-2.899017,0
0.007,-2.658997,0
0.0071,-2.697449,0
0.0072,-2.89093,0
0.0073,-2.634277,0
0.0074,-2.678375,0
0.0075,-2.639313,0
0.0076,-2.709198,0
0.0077,-2.661743,0
0.0078,-2.639771,0
0.0079,-2.982178,0
0.008,-2.722778,0
0.0081,-2.900696,0
0.0082,-2.790375,0
0.0083,-2.865295,0
0.0084,-2.762604,0
0.0085,-2.372437,0
0.0086,-2.842407,0
0.0087,-2.678528,0
0.0088,-2.745819,0
0.0089,-2.686157,0
0.009,-2.776184,0
0.0091,-2.733002,0
0.0092,-2.322845,0
0.0093,-2.838898,0
0.0094,-2.710419,0
0.0095,-2.69165,0
0.0096,-2.598572,0
0.0097,-2.957458,0
0.0098,-2.633209,0
0.0099,-2.974091,0
0.01,-2.463074,0
0.0101,-2.731018,0
0.0102,-2.520599,0
0.0103,-2.319031,0
0.0104,-2.500458,0
0.0105,-2.173615,0
0.0106,-2.861176,0
0.0107,-2.753906,0
0.0108,-2.782898,0
0.0109,-2.874603,0
0.011,-2.464294,0
0.0111,-2.216339,0
0.0112,-2.822113,0
0.0113,-2.448578,0
0.0114,-2.64389,0
